item_id,prompt_id,rung,paraphrase,label,expected_leakage,tokens,disqualified,lcs_ratio,trigram_overlap,verbatim_span_tokens,prompt
s2-028,s2-028-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-028 arithmetic card
row 1: n=33; n+step=38; n*step=165; glyph=violet
row 2: n=38; n+step=43; n*step=190; glyph=silver
row 3: n=43; n+step=48; n*step=215; glyph=crimson
checksum: A-716"
s2-028,s2-028-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-028 arithmetic card
row 1: n=33; n+step=38; n*step=165; glyph=violet
row 2: n=38; n+step=43; n*step=190; glyph=silver
row 3: n=43; n+step=48; n*step=215; glyph=crimson
checksum: A-716"
s2-028,s2-028-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,37,False,0.418605,0.076923,4,"Create S2-028 arithmetic card. Use start 33, step 5, three rows. For row r, print n=start+(r-1)*step, n+step, n*step, and the glyph sequence violet, silver, crimson. End with checksum A-716."
s2-028,s2-028-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,34,False,0.395349,0.076923,4,"Render an arithmetic card named S2-028 arithmetic card: three numbered rows from start 33 with step 5; include fields n, n+step, n*step, glyph using violet, silver, crimson; final checksum A-716."
s2-028,s2-028-r2-p0,2,0,Concept Prompt,non_leaking_candidate,17,False,0.27907,0.102564,4,"S2-028 arithmetic card; arithmetic schema; start 33; step 5; glyphs violet, silver, crimson; checksum A-716."
s2-028,s2-028-r2-p1,2,1,Concept Prompt,non_leaking_candidate,16,False,0.255814,0.051282,4,"Arithmetic card S2-028: start 33, step 5, glyph cycle violet/silver/crimson, checksum A-716."
s2-028,s2-028-r3-p0,3,0,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.025641,3,S2-028 arithmetic 33/5/A-716
s2-028,s2-028-r3-p1,3,1,Minimal Cue,non_leaking_candidate,6,False,0.093023,0.0,2,"card 028: 33+5, A-716"
s2-029,s2-029-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,43,True,1.0,1.0,39,"Reproduce this text exactly:

S2-029 letter lattice
A. Aster folds the silver fable at 35.
B. Beryl glows the crimson glyph at 44.
C. Cato halts the olive harbor at 53.
D. Dessa arcs the amber atom at 62.
checksum: L-305"
s2-029,s2-029-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,39,"Copy the target verbatim with no extra words:

S2-029 letter lattice
A. Aster folds the silver fable at 35.
B. Beryl glows the crimson glyph at 44.
C. Cato halts the olive harbor at 53.
D. Dessa arcs the amber atom at 62.
checksum: L-305"
s2-029,s2-029-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,55,False,0.641026,0.081081,4,"Create S2-029 letter lattice. Four lettered lines A-D use names Aster, Beryl, Cato, Dessa. For each line write '<letter>. <name> <verb> the <color> <noun> at <number>.' Use values Aster:silver:fable:folds:35; Beryl:crimson:glyph:glows:44; Cato:olive:harbor:halts:53; Dessa:amber:atom:arcs:62. End with checksum L-305."
s2-029,s2-029-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-029 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:silver:fable:folds:35; Beryl:crimson:glyph:glows:44; Cato:olive:harbor:halts:53; Dessa:amber:atom:arcs:62 and final checksum L-305.
s2-029,s2-029-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-029 letter lattice; A-D lattice; tuples Aster:silver:fable:folds:35 | Beryl:crimson:glyph:glows:44 | Cato:olive:harbor:halts:53 | Dessa:amber:atom:arcs:62; checksum L-305.
s2-029,s2-029-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-029: Aster/Beryl/Cato/Dessa tuple list Aster:silver:fable:folds:35 | Beryl:crimson:glyph:glows:44 | Cato:olive:harbor:halts:53 | Dessa:amber:atom:arcs:62; L-305.
s2-029,s2-029-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-029 lattice L-305
s2-029,s2-029-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 029: Aster:silver:fable:folds:35 ... L-305
s2-030,s2-030-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-030 route receipt
leg 1: go south for 3; mark=V6
leg 2: go west for 10; mark=P9
leg 3: go north for 4; mark=R3
leg 4: go east for 11; mark=K7
total: 28; parity: even; code: R-682"
s2-030,s2-030-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-030 route receipt
leg 1: go south for 3; mark=V6
leg 2: go west for 10; mark=P9
leg 3: go north for 4; mark=R3
leg 4: go east for 11; mark=K7
total: 28; parity: even; code: R-682"
s2-030,s2-030-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-030 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples south:3:V6; west:10:P9; north:4:R3; east:11:K7. Then print total 28, parity even, code R-682."
s2-030,s2-030-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-030 route receipt; four legs from triples south:3:V6; west:10:P9; north:4:R3; east:11:K7; finish with total 28, parity even, and code R-682."
s2-030,s2-030-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-030 route receipt; route schema; legs south:3:V6 | west:10:P9 | north:4:R3 | east:11:K7; total 28; even; R-682.
s2-030,s2-030-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-030: south:3:V6 | west:10:P9 | north:4:R3 | east:11:K7 -> 28/even/R-682.
s2-030,s2-030-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-030 route R-682
s2-030,s2-030-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 030: south:3:V6 ... R-682
